-2.5089931E+001 -2.6060464E-003
-2.4900619E+001 -1.2793062E-002
-2.4711307E+001 -1.3847984E-001
-2.4521995E+001 -1.0320212E-001
-2.4332682E+001  4.3824925E-002
-2.4143370E+001 -5.1350422E-002
-2.3954058E+001 -6.6339023E-002
-2.3764746E+001 -2.8394853E-001
-2.3575434E+001 -2.2965131E-002
-2.3386121E+001 -3.0751650E-002
-2.3196809E+001  5.2657704E-002
-2.3007497E+001 -1.1224715E-001
-2.2818185E+001  8.0637093E-002
-2.2628873E+001  2.7991108E-002
-2.2439560E+001  1.2752517E-001
-2.2250248E+001 -2.7407851E-001
-2.2060936E+001  9.9079258E-002
-2.1871624E+001 -9.4277615E-002
-2.1682312E+001  2.9536324E-002
-2.1492999E+001  8.2855837E-003
-2.1303687E+001  6.8060002E-002
-2.1114375E+001 -1.1542581E-001
-2.0925063E+001 -1.1919839E-002
-2.0735751E+001 -6.8322173E-002
-2.0546438E+001  1.5740502E-001
-2.0357126E+001  1.4678610E-001
-2.0167814E+001  7.7412467E-002
-1.9978502E+001  5.2242536E-002
-1.9789190E+001  4.1270661E-002
-1.9599877E+001 -8.2444459E-002
-1.9410565E+001 -4.7451709E-002
-1.9221253E+001 -2.3704739E-001
-1.9031941E+001  1.1060852E-001
-1.8842629E+001  3.8826894E-002
-1.8653316E+001  1.1990763E-001
-1.8464004E+001  8.3109998E-002
-1.8274692E+001  2.4232752E-001
-1.8085380E+001 -1.1334012E-001
-1.7896068E+001  4.7557785E-002
-1.7706755E+001  4.3021132E-002
-1.7517443E+001 -1.1025472E-001
-1.7328131E+001  1.1150105E-001
-1.7138819E+001  1.4407584E-002
-1.6949507E+001  1.9674645E-002
-1.6760194E+001 -5.6912893E-002
-1.6570882E+001 -8.9951555E-002
-1.6381570E+001  1.3962086E-002
-1.6192258E+001  7.8041479E-002
-1.6002946E+001  2.3242359E-002
-1.5813633E+001 -1.5647089E-001
-1.5624321E+001  1.2170354E-001
-1.5435009E+001 -1.8668921E-001
-1.5245697E+001  1.2299925E-001
-1.5056385E+001 -3.1991423E-002
-1.4867072E+001  5.7963421E-002
-1.4677760E+001 -4.9355687E-002
-1.4488448E+001  5.5857373E-002
-1.4299136E+001 -1.0334707E-001
-1.4109824E+001 -1.8777762E-001
-1.3920511E+001  9.0833839E-002
-1.3731199E+001 -1.2559219E-001
-1.3541887E+001  2.1802275E-001
-1.3352575E+001  4.2564971E-003
-1.3163263E+001  1.5266536E-002
-1.2973950E+001  2.0329961E-001
-1.2784638E+001 -1.2626773E-001
-1.2595326E+001 -5.2262196E-002
-1.2406014E+001 -1.0078928E-002
-1.2216702E+001 -1.6961923E-001
-1.2027389E+001  2.5847535E-001
-1.1838077E+001  1.7874852E-001
-1.1648765E+001 -1.1584312E-001
-1.1459453E+001  2.0873632E-001
-1.1270141E+001  1.8116957E-001
-1.1080828E+001  2.6111426E-002
-1.0891516E+001  7.1251908E-002
-1.0702204E+001  1.9366017E-001
-1.0512892E+001  1.6209954E-001
-1.0323580E+001  4.7360663E-003
-1.0134267E+001  6.7517058E-002
-9.9449557E+000  2.8156209E-002
-9.7556435E+000  8.7621145E-003
-9.5663313E+000  3.5032041E-002
-9.3770191E+000 -2.6526541E-002
-9.1877069E+000 -3.6000706E-002
-8.9983947E+000  3.5599592E-003
-8.8090825E+000 -1.0547912E-001
-8.6197703E+000 -9.7996700E-002
-8.4304581E+000 -4.1865150E-002
-8.2411459E+000 -1.2101897E-001
-8.0518337E+000 -1.0549675E-001
-7.8625215E+000 -2.2014257E-001
-7.6732093E+000  2.9234036E-002
-7.4838971E+000  5.2631485E-002
-7.2945849E+000 -1.3468961E-001
-7.1052727E+000 -6.4753039E-002
-6.9159605E+000  2.4939340E-002
-6.7266483E+000  7.3211377E-002
-6.5373361E+000  5.1750734E-002
-6.3480239E+000  1.8367045E-001
-6.1587117E+000 -1.0738598E-002
-5.9693995E+000  1.2839586E-001
-5.7800873E+000 -2.2513750E-002
-5.5907751E+000  7.1573595E-002
-5.4014629E+000 -1.4212467E-001
-5.2121507E+000 -1.7096047E-001
-5.0228385E+000  5.9397476E-002
-4.8335263E+000 -1.8480232E-001
-4.6442141E+000  1.7613485E-002
-4.4549019E+000 -2.1905687E-002
-4.2655897E+000 -7.3203148E-002
-4.0762775E+000 -8.0712004E-002
-3.8869653E+000  3.2283961E-001
-3.6976531E+000  4.7198767E-002
-3.5083409E+000 -1.7002803E-001
-3.3190287E+000 -1.4364206E-001
-3.1297165E+000  2.2495489E-002
-2.9404043E+000 -6.1430745E-002
-2.7510921E+000 -1.0231943E-001
-2.5617799E+000 -5.1563018E-002
-2.3724677E+000 -2.5883395E-002
-2.1831555E+000 -1.2773936E-001
-1.9938433E+000  1.6893265E-001
-1.8045311E+000  6.9080462E-002
