 2.4885246E+001  9.6493660E-001
 2.5263867E+001  1.1535123E+000
 2.5642489E+001  1.0162450E+000
 2.6021110E+001  9.7991029E-001
 2.6399732E+001  1.0565178E+000
 2.6778354E+001  9.3845166E-001
 2.7156975E+001  9.3247866E-001
 2.7535597E+001  1.1142766E+000
 2.7914218E+001  9.5353283E-001
 2.8292840E+001  1.1045557E+000
 2.8671462E+001  1.1748286E+000
 2.9050083E+001  9.7808945E-001
 2.9428705E+001  1.2069667E+000
 2.9807326E+001  1.1855984E+000
 3.0185948E+001  8.7266873E-001
 3.0564570E+001  1.3070829E+000
 3.0943191E+001  1.0481009E+000
 3.1321813E+001  9.7481605E-001
 3.1700434E+001  1.1821090E+000
 3.2079056E+001  9.8536110E-001
 3.2457678E+001  1.0890412E+000
 3.2836299E+001  1.1185187E+000
 3.3214921E+001  9.7325627E-001
 3.3593542E+001  9.8401093E-001
 3.3972164E+001  1.2195406E+000
 3.4350786E+001  1.2725122E+000
 3.4729407E+001  1.1923075E+000
 3.5108029E+001  1.1068789E+000
 3.5486650E+001  1.0337416E+000
 3.5865272E+001  9.4401386E-001
 3.6243894E+001  1.0819141E+000
 3.6622515E+001  7.2767210E-001
 3.7001137E+001  8.1797074E-001
 3.7379758E+001  1.2747781E+000
 3.7758380E+001  1.2037112E+000
 3.8137002E+001  1.1803023E+000
 3.8515623E+001  8.1015451E-001
 3.8894245E+001  1.3328657E+000
 3.9272866E+001  1.1336586E+000
 3.9651488E+001  1.0338395E+000
 4.0030110E+001  1.1512011E+000
 4.0408731E+001  1.2112477E+000
 4.0787353E+001  1.3722926E+000
 4.1165974E+001  1.1058833E+000
 4.1544596E+001  1.4577798E+000
 4.1923218E+001  1.3888450E+000
 4.2301839E+001  1.7721473E+000
 4.2680461E+001  1.6127765E+000
 4.3059082E+001  1.9853655E+000
 4.3437704E+001  1.8359950E+000
 4.3816326E+001  2.0658920E+000
 4.4194947E+001  1.9801631E+000
 4.4573569E+001  1.9875517E+000
 4.4952190E+001  1.7676879E+000
 4.5330812E+001  1.7618690E+000
 4.5709434E+001  1.3132878E+000
 4.6088055E+001  1.7285778E+000
 4.6466677E+001  2.1805429E+000
 4.6845298E+001  2.0773582E+000
 4.7223920E+001  2.2769469E+000
 4.7602542E+001  2.3529109E+000
 4.7981163E+001  2.5499334E+000
 4.8359785E+001  2.4410886E+000
 4.8738406E+001  2.3992932E+000
 4.9117028E+001  2.4104437E+000
 4.9495650E+001  2.6675849E+000
 4.9874271E+001  2.6165978E+000
 5.0252893E+001  2.3033286E+000
 5.0631514E+001  2.1064511E+000
 5.1010136E+001  2.4118745E+000
 5.1388758E+001  2.8901276E+000
 5.1767379E+001  2.7872050E+000
 5.2146001E+001  3.0602764E+000
 5.2524622E+001  3.0621437E+000
 5.2903244E+001  2.7848396E+000
 5.3281866E+001  2.6131245E+000
 5.3660487E+001  2.9541728E+000
 5.4039109E+001  2.5814145E+000
 5.4417730E+001  2.3958876E+000
 5.4796352E+001  2.7407232E+000
 5.5174974E+001  2.6024617E+000
 5.5553595E+001  2.3384172E+000
 5.5932217E+001  2.5319369E+000
 5.6310838E+001  2.6166788E+000
 5.6689460E+001  2.4740571E+000
 5.7068082E+001  2.3076992E+000
 5.7446703E+001  2.1714294E+000
 5.7825325E+001  2.2026952E+000
 5.8203946E+001  2.1651229E+000
 5.8582568E+001  2.1054075E+000
 5.8961190E+001  2.1921736E+000
 5.9339811E+001  1.9988286E+000
 5.9718433E+001  1.8006777E+000
 6.0097054E+001  1.9823025E+000
 6.0475676E+001  1.8312085E+000
 6.0854298E+001  1.7527306E+000
 6.1232919E+001  1.9944053E+000
 6.1611541E+001  1.8535960E+000
 6.1990162E+001  1.8134180E+000
 6.2368784E+001  1.5657893E+000
 6.2747406E+001  1.8623337E+000
 6.3126027E+001  1.8349037E+000
 6.3504649E+001  1.3905015E+000
 6.3883270E+001  1.2623095E+000
 6.4261892E+001  8.8385387E-001
 6.4640514E+001  8.7844953E-001
 6.5019135E+001  1.0555104E+000
 6.5397757E+001  9.7859908E-001
 6.5776378E+001  9.2784969E-001
 6.6155000E+001  1.1436438E+000
 6.6533622E+001  1.1265180E+000
 6.6912243E+001  1.1359522E+000
 6.7290865E+001  1.2430003E+000
 6.7669486E+001  1.2399049E+000
 6.8048108E+001  1.4013145E+000
 6.8426730E+001  1.0277752E+000
 6.8805351E+001  1.1766032E+000
 6.9183973E+001  9.4437821E-001
 6.9562594E+001  1.0511086E+000
 6.9941216E+001  1.2325699E+000
 7.0319838E+001  9.0785369E-001
 7.0698459E+001  8.2844882E-001
 7.1077081E+001  1.0502067E+000
 7.1455702E+001  1.1390709E+000
 7.1834324E+001  1.0547084E+000
 7.2212946E+001  1.0220677E+000
 7.2591567E+001  1.2312061E+000
 7.2970189E+001  8.8242483E-001
