-1.3575503E+001  1.5609215E-001
-1.3196882E+001  2.9900933E-001
-1.2818260E+001  2.9311655E-001
-1.2439639E+001  2.8269704E-001
-1.2061017E+001  2.1381190E-001
-1.1682395E+001  2.7760726E-001
-1.1303774E+001  4.8876107E-001
-1.0925152E+001  3.6301811E-001
-1.0546531E+001  3.6621107E-001
-1.0167909E+001  3.8096616E-001
-9.7892879E+000  2.6377572E-001
-9.4106663E+000  3.6454633E-001
-9.0320447E+000  2.3836277E-001
-8.6534231E+000  2.8702236E-001
-8.2748015E+000  2.2728002E-001
-7.8961799E+000  2.5865173E-001
-7.5175583E+000  3.1062936E-001
-7.1389367E+000  1.2908457E-001
-6.7603151E+000  1.0031594E-001
-6.3816935E+000  2.9432448E-001
-6.0030719E+000  2.0161942E-001
-5.6244503E+000  2.5716991E-001
-5.2458287E+000  3.4441745E-001
-4.8672071E+000  2.3230449E-001
-4.4885855E+000  8.8315085E-002
-4.1099639E+000  5.2605988E-001
-3.7313423E+000  2.7895483E-001
-3.3527207E+000  2.0117424E-001
-2.9740991E+000  3.1284190E-001
-2.5954775E+000  2.9891287E-001
-2.2168559E+000  2.3343113E-001
-1.8382343E+000  3.4247325E-001
-1.4596127E+000  3.0653824E-001
-1.0809911E+000  3.1505269E-001
-7.0236950E-001  4.7912261E-001
-3.2374790E-001  2.4539896E-001
 5.4873700E-002  1.9453277E-001
 4.3349530E-001  2.6921996E-001
 8.1211690E-001  2.6361967E-001
 1.1907385E+000  1.4712710E-001
 1.5693601E+000  2.5913083E-001
 1.9479817E+000  2.1712287E-001
 2.3266033E+000  2.0652922E-001
 2.7052249E+000  1.4412422E-001
 3.0838465E+000  4.2210147E-001
 3.4624681E+000  3.0799137E-001
 3.8410897E+000  2.5259034E-001
 4.2197113E+000  4.7422171E-001
 4.5983329E+000  3.0807884E-001
 4.9769545E+000  3.8540384E-001
 5.3555761E+000  3.1020944E-001
 5.7341977E+000  2.3322178E-001
 6.1128193E+000  1.5936710E-001
 6.4914409E+000  2.0703128E-001
 6.8700625E+000  2.3216899E-001
 7.2486841E+000  4.4827566E-001
 7.6273057E+000  2.6786254E-001
 8.0059273E+000  2.5696228E-001
 8.3845489E+000  2.0820852E-001
 8.7631705E+000  2.4647808E-001
 9.1417921E+000  5.9672106E-002
 9.5204137E+000  2.3247484E-001
 9.8990353E+000  3.7305847E-001
 1.0277656E+001  3.7478042E-001
 1.0656278E+001  3.6577739E-001
 1.1034900E+001  2.7461379E-001
 1.1413521E+001  3.8040365E-001
 1.1792143E+001  3.4432238E-001
 1.2170764E+001  1.9063735E-001
 1.2549386E+001  1.9334893E-001
 1.2928008E+001  2.7474555E-001
 1.3306629E+001  2.4325379E-001
 1.3685251E+001  8.3226827E-002
 1.4063872E+001  1.8879334E-001
 1.4442494E+001  2.1733043E-001
 1.4821116E+001  2.9776494E-001
 1.5199737E+001  3.5516557E-001
 1.5578359E+001  2.8393361E-001
 1.5956980E+001  4.0071198E-001
 1.6335602E+001  2.7486836E-001
 1.6714224E+001  3.8889711E-001
 1.7092845E+001  1.7975416E-001
 1.7471467E+001  1.9324132E-001
 1.7850088E+001  3.6139341E-001
 1.8228710E+001  3.1294055E-001
 1.8607332E+001  2.6846911E-001
 1.8985953E+001  1.2370014E-001
 1.9364575E+001  2.7260201E-001
 1.9743196E+001  2.6039070E-001
 2.0121818E+001  2.8827031E-001
 2.0500440E+001  3.1588123E-001
 2.0879061E+001  2.9440025E-001
 2.1257683E+001  1.7194641E-001
 2.1636304E+001  3.3535067E-001
 2.2014926E+001  2.0101662E-001
 2.2393548E+001  2.6007541E-001
 2.2772169E+001  3.4997254E-001
 2.3150791E+001  3.5025314E-001
 2.3529412E+001  9.1467597E-002
 2.3908034E+001  1.7943770E-001
 2.4286656E+001  3.3488324E-001
 2.4665277E+001  4.2725809E-001
 2.5043899E+001  3.0796940E-001
 2.5422520E+001  3.2513663E-001
 2.5801142E+001  3.0392404E-001
 2.6179764E+001  2.8047481E-001
 2.6558385E+001  3.4101452E-001
 2.6937007E+001  2.7989368E-001
 2.7315628E+001  1.2068159E-001
 2.7694250E+001  1.9843406E-001
 2.8072872E+001  3.9050076E-001
 2.8451493E+001  3.3315345E-001
 2.8830115E+001  4.1860445E-001
 2.9208736E+001  2.0254901E-001
 2.9587358E+001  2.2429175E-001
 2.9965980E+001  1.0723094E-002
 3.0344601E+001  3.4970160E-001
 3.0723223E+001  5.3063472E-001
 3.1101844E+001  1.5695750E-001
 3.1480466E+001  2.8983942E-001
 3.1859088E+001  2.0211658E-001
 3.2237709E+001  1.9381982E-001
 3.2616331E+001  2.8431171E-001
 3.2994952E+001  2.4022401E-001
 3.3373574E+001  2.2296769E-001
 3.3752196E+001  3.5959458E-001
 3.4130817E+001  3.6646502E-001
 3.4509439E+001  2.6322720E-001
